,p1_win
39625,True
68611,True
1289,False
73519,True
6528,True
12403,False
44745,False
23964,False
23715,False
62827,True
55732,True
66641,False
57509,False
34791,True
40486,True
24190,True
59180,False
45096,True
6913,True
53275,True
11819,True
69913,True
1990,False
60584,False
9887,False
15245,False
23349,False
67606,True
11355,True
54830,True
54325,True
52397,True
22996,True
31022,False
42896,False
15114,True
44120,True
44052,True
68535,False
51640,True
46253,False
31392,True
19889,True
46156,True
16984,True
41900,True
21254,False
63971,False
34684,True
23463,True
19518,False
59450,False
60459,False
42785,True
3115,False
22999,True
862,False
20106,False
47420,True
40609,False
18918,False
37454,False
53936,True
15305,True
56111,False
4627,True
37779,True
52109,False
26379,False
33261,False
32604,False
14575,True
74367,True
43080,False
26545,True
31265,False
1737,False
44215,False
30674,True
17029,True
36987,True
31462,False
20455,False
31885,True
52280,False
71009,False
29437,False
39138,False
43521,False
64560,False
72393,True
21009,False
6031,True
15752,True
30003,False
50180,False
70167,True
15971,True
287,True
59076,False
33402,True
62060,False
823,True
26442,False
67313,True
33912,False
35584,True
27221,True
14023,False
23735,False
2762,False
41730,True
18682,False
34703,False
40960,True
52857,False
56393,False
50143,True
11628,False
25767,False
57697,False
50844,False
70020,True
36833,True
60170,False
6787,False
73287,True
36060,False
13057,False
65208,False
31906,True
11474,False
43355,True
5984,False
59705,True
26138,True
28133,True
49932,False
74171,True
17874,True
25618,True
24477,True
2473,True
11074,False
71435,False
19200,False
36334,False
16108,False
33703,True
59074,False
18443,False
57549,False
46597,True
4001,False
5075,True
10803,True
49240,True
36502,False
50588,True
49727,False
40543,False
54347,False
36676,False
70927,True
50450,True
54116,False
3439,True
58303,True
56860,False
27135,False
57798,True
40495,False
15443,False
52321,False
23210,False
11495,True
8923,False
58121,True
26613,True
62526,False
53160,False
61355,True
16505,False
22833,True
53833,True
62323,True
68673,True
47826,True
32925,False
11887,False
21423,False
3148,False
13700,True
1504,True
66548,False
7900,True
74484,True
9943,False
34329,True
8056,False
58853,True
33854,False
40171,False
5702,False
31998,False
36216,False
56763,True
39274,False
74423,True
58591,False
54177,False
74637,False
56443,False
70055,False
32345,False
46379,True
41491,False
16846,True
55403,False
40359,False
42089,False
1624,True
17433,False
55245,False
32767,False
11700,False
53881,False
69132,False
19556,False
11415,True
57982,True
48354,False
30010,True
7999,True
357,True
61859,True
1758,False
54355,False
18952,False
52200,False
60308,True
23538,True
64336,True
5912,False
26744,False
64068,True
21187,True
28332,True
53190,True
32694,False
18759,False
22933,True
52951,False
21666,True
34415,False
20200,False
22041,False
67805,False
61571,True
47410,False
23205,False
44740,True
17271,False
69756,False
67556,True
22233,False
34346,False
57790,True
21580,True
40331,False
16172,False
51913,True
46600,False
61877,True
7944,False
66603,False
33643,True
21417,False
49923,True
3531,True
52790,True
66604,True
8533,False
36286,False
27823,True
32677,True
19973,True
39026,False
15048,True
71135,False
53942,True
15652,True
60837,True
9453,False
5163,True
14749,True
57070,False
44583,False
47649,True
5433,True
54922,True
3294,True
74107,False
21351,False
20300,False
70930,False
50405,False
13340,True
30150,False
21499,True
1662,False
62478,False
34324,False
73503,False
50857,True
32328,False
44062,True
64275,False
17151,False
13787,False
13704,True
73022,False
71442,False
1807,True
34186,True
41356,True
39147,False
18306,True
22415,True
42538,False
33986,True
8040,False
21384,False
49976,False
23473,True
57947,False
56150,True
24768,True
64951,False
52794,False
22769,False
58430,False
55176,True
1410,True
22799,True
50311,True
31108,True
33634,False
39600,False
37090,True
7738,False
59500,False
38378,True
7576,False
69615,False
74588,False
3234,False
25111,False
43091,True
11199,True
44443,False
3337,True
31402,True
64133,False
72831,False
55980,True
19089,True
46168,True
5520,False
17362,True
53351,True
40457,False
3798,True
34289,True
9904,True
56165,False
57433,False
74229,True
6467,False
34556,False
63459,True
43453,True
73901,True
44913,False
46224,True
63448,False
30141,True
50890,False
6542,True
60534,True
36174,True
28150,True
37227,False
70021,False
15193,False
21283,True
63340,False
3924,True
69798,True
41122,True
54300,True
19947,True
23425,False
32053,False
71091,False
66084,True
48951,False
54414,True
23805,True
68532,False
45413,False
57804,True
56304,True
54882,True
48854,True
64184,True
41802,True
20885,False
22465,True
73579,True
53240,False
74430,True
72936,True
72668,True
14003,False
13939,False
52074,True
34558,False
65419,False
41724,True
54883,False
45835,True
44888,True
1147,False
71773,True
74493,True
54205,False
36778,False
19641,True
71340,True
62287,False
16026,True
74856,False
7548,False
3335,False
9104,True
52621,True
68792,True
26577,True
52300,True
31583,True
58255,False
42044,True
29924,True
3360,True
42148,True
6442,True
40413,False
62601,False
4776,True
34913,True
49380,False
56447,False
27560,False
19155,False
19071,True
72986,False
15915,True
38723,True
56974,False
41333,False
24971,True
59880,True
51223,True
36887,True
5745,False
38808,False
22237,False
16098,True
26569,False
38701,True
21010,True
70730,False
10628,False
57567,True
58681,False
19428,False
50033,False
18118,True
6637,False
59511,True
68119,True
65830,True
30073,False
49396,False
14217,False
6218,True
17854,False
27036,True
47154,True
53737,False
30018,False
58459,False
69510,True
9561,False
6540,True
36287,True
34464,True
36092,False
32362,False
72549,False
74727,True
45532,True
52340,True
64704,False
11771,True
62227,False
46989,True
27931,False
17306,False
42973,True
18987,False
64919,True
47253,True
64589,True
18378,True
12265,False
29478,True
42666,False
2576,True
35797,True
636,True
12015,False
1314,True
69834,True
7931,True
33641,True
41942,True
44091,False
27490,True
45373,True
57661,False
18248,True
13341,False
15222,True
35777,True
9614,True
24727,True
56983,True
23052,False
24167,False
44762,True
16933,True
67282,True
63561,False
17529,True
46122,False
24287,False
65050,False
2374,True
15422,True
27735,True
6495,False
60875,False
66259,False
2174,False
13884,True
54969,False
38228,False
3391,True
68587,False
67440,True
42290,True
5607,True
12107,False
30848,False
58150,True
26915,True
54950,True
1695,True
69243,False
32864,False
63693,True
5407,False
27910,False
1732,False
40835,False
5810,False
43187,True
42220,True
29191,False
26375,False
30989,False
63689,True
16423,False
54587,False
33500,True
9129,False
23783,False
24195,False
60669,True
51031,True
27847,True
41683,False
45923,True
14406,False
8880,True
35614,False
32223,False
69735,True
70431,True
42007,False
2839,False
49032,True
25998,False
50142,False
55539,False
52140,True
28444,True
29564,False
49951,True
71605,False
12129,False
40490,True
64317,False
69671,False
10051,False
43523,False
68263,True
34893,True
50766,True
64854,False
1703,False
72967,False
21443,True
42756,False
63116,True
46348,True
74428,False
2761,True
47950,False
11773,True
9389,False
67829,True
31539,True
27450,True
34367,False
24692,False
61404,True
59974,False
26089,True
26576,False
9782,True
59103,True
67393,True
28257,True
34033,True
28248,False
35185,False
29643,False
9044,True
60968,True
42326,True
71330,True
22554,True
3788,False
13070,True
57807,False
9248,True
59235,True
67321,True
48945,True
2318,False
43333,True
69865,True
19294,True
1326,True
50967,True
65016,True
71428,True
38353,True
38125,False
66136,False
71373,True
17300,False
36613,False
53609,False
4310,True
61795,False
36620,True
31607,True
6047,True
4644,False
8627,False
71099,False
48764,True
4651,False
25055,False
11827,True
65863,True
55329,False
11717,True
71307,False
44972,True
52205,True
70962,True
7734,False
55205,False
3805,False
26757,False
37730,False
65207,False
62417,True
59548,False
70841,True
39597,True
21740,False
26501,True
73328,False
47832,True
57618,False
48269,False
71718,False
28339,False
52823,True
33589,True
52532,True
44161,False
5440,False
11705,True
55859,False
71593,True
2778,False
24957,True
29112,False
36821,False
37094,True
16834,True
17269,False
26402,True
66855,True
40798,True
66433,True
53906,False
54298,False
74779,True
41090,True
1834,False
59167,True
14744,False
62343,True
2241,False
51746,True
72530,False
1383,False
11185,True
13367,False
17654,False
57591,True
1655,True
15545,True
44268,True
62328,False
17859,False
37938,False
48091,False
31049,False
60017,True
54606,True
27753,False
10711,True
24726,False
2421,True
9098,True
64518,False
52452,False
1244,False
31086,False
61320,False
55515,False
37191,True
65471,False
59423,False
65768,False
29244,False
8624,True
4564,True
59642,False
45088,True
24617,False
47781,False
7533,True
46784,True
15149,True
14583,True
28421,True
8113,True
37802,False
28884,False
3615,False
25143,True
27409,False
18300,True
490,False
5346,True
27563,False
37115,True
62090,False
50381,False
48203,False
40066,False
70329,False
36922,True
45490,False
20619,False
34052,False
55057,False
41771,False
28566,False
38644,False
72271,False
61305,True
24040,True
38713,False
60687,False
50689,False
44129,False
40971,False
61664,True
53785,False
38705,False
63411,True
67906,False
66970,True
20401,False
63368,False
31014,False
29961,False
7253,False
69984,False
3009,True
74750,True
54813,False
15357,True
47464,True
52192,False
11836,False
57854,True
74093,False
20247,True
1577,False
18132,True
57822,True
35096,True
57081,True
40575,False
35704,False
49363,False
35868,True
38709,True
27142,False
40861,False
69854,True
45637,True
58351,False
23004,True
28604,False
69838,True
69519,False
11306,False
20553,False
5435,True
17745,False
49142,False
24398,False
62634,True
15176,True
17222,False
25898,True
18866,False
69676,True
48801,True
3625,True
21288,False
18985,True
22496,False
74424,True
37164,False
11183,True
70559,False
47955,False
62804,False
17893,False
65581,True
64119,False
71746,True
48728,False
44369,False
35474,False
62710,False
30923,True
31519,False
49011,True
19436,False
54737,True
37760,False
39409,True
58845,True
57512,True
45780,True
38822,False
69835,False
10450,True
24570,False
43228,False
37289,False
59650,False
15739,False
4286,True
10708,False
19049,False
20926,True
20147,True
50771,False
8503,False
62457,True
24453,True
20591,False
9623,False
3079,False
22646,False
7047,True
17219,False
2866,False
4507,True
33658,False
53794,True
51051,True
55954,False
37928,False
72419,True
42517,True
7975,True
8211,True
4331,False
12466,True
72338,False
72085,False
14153,False
55957,True
56831,True
5457,True
29030,False
5777,True
58669,False
71697,False
34213,True
70648,False
25812,False
34493,True
14355,True
57014,False
56926,False
73061,True
35912,True
973,False
3623,False
38722,False
45510,False
40857,False
5311,True
53493,True
46067,True
3471,False
64444,False
8765,False
64432,False
57007,True
34090,False
27945,True
30993,False
66698,True
13794,True
35202,False
45617,True
1901,False
71915,True
21371,True
20158,False
52527,False
50000,False
13938,True
11641,True
25494,False
68617,True
69898,False
15664,True
47269,True
40625,False
50243,True
60232,True
23289,False
36903,True
35597,True
16787,False
40192,True
41377,False
60959,True
4894,True
18785,True
52510,False
28559,True
69856,True
16790,True
65445,False
56403,False
28401,True
37556,False
42846,False
46749,False
63789,True
45430,True
3722,True
73831,False
69771,True
18573,True
14144,True
18385,True
50659,False
15870,True
61833,True
52702,False
24754,False
68653,True
22313,False
14602,False
56208,True
39220,False
57236,False
62920,True
68622,False
29866,True
6997,True
9774,True
72277,False
62364,False
30366,False
21052,True
26363,False
46209,True
24395,False
56235,False
59728,True
38739,True
34598,True
33113,True
29788,True
42377,True
354,False
34862,False
49023,True
18800,False
11905,False
50551,False
53134,False
43162,False
17205,True
21771,False
68390,True
38230,True
73876,True
5203,True
69723,True
53382,False
61556,False
41209,False
21832,False
70467,True
47124,False
1657,True
5613,True
35592,True
29794,True
9136,True
70600,True
51665,False
40150,True
57963,False
44666,True
4000,True
26884,False
33665,True
42813,True
1151,False
27502,False
58831,False
39182,False
18936,False
71563,True
17123,True
18956,False
34135,True
30751,True
1883,True
62378,False
34680,False
37456,False
33072,True
20396,True
65335,True
615,False
56277,False
58332,False
5672,True
44194,True
41728,True
32142,False
12670,True
74186,True
28089,False
45977,True
32531,False
26721,False
60097,False
24180,True
28264,False
57641,True
67325,True
35091,True
47592,True
70107,True
73082,True
73643,False
15252,True
19493,True
69013,False
22487,True
29561,False
29607,True
64231,False
36045,False
43553,False
36813,True
58435,False
23202,True
55385,False
49587,True
36835,True
32638,False
4055,False
19471,True
73559,False
30758,True
54383,False
52409,False
65859,True
39158,False
47991,False
36214,False
39504,False
36884,True
61375,True
72164,True
70815,False
40225,False
72821,True
64233,False
31740,False
17605,False
36876,False
1992,False
53013,False
43317,True
37273,False
11877,False
25893,True
49849,False
43657,False
66483,True
19214,True
52027,True
40643,False
68386,False
41383,False
44444,True
66783,True
43678,True
48635,True
18885,True
8637,False
19997,True
10111,False
70457,True
30575,True
27473,True
29636,False
60181,True
45411,True
25005,True
62321,True
22812,False
73350,True
43306,False
34471,True
45583,True
30458,True
51471,True
56746,False
61815,False
40084,False
49374,False
30732,False
15348,False
52322,True
45442,True
11645,True
67917,True
38803,False
49422,False
24870,True
10974,False
14946,False
64535,False
14204,True
73714,False
70851,False
29748,True
38755,True
62404,False
60882,True
5581,True
4259,True
34833,True
35848,True
70864,False
71638,False
72287,True
7936,False
60159,True
31805,True
59854,False
43024,False
61800,True
28127,False
42994,False
35437,False
7617,False
21514,False
14615,True
54309,True
59073,True
36900,False
9145,False
8371,True
51310,False
40045,True
74037,True
71036,False
365,True
69631,True
43644,True
38334,False
31719,False
1061,False
9029,False
28569,False
34234,True
43277,True
29804,False
69490,True
53252,False
35510,True
64027,False
64556,False
73220,True
67105,True
67152,True
59876,True
15126,False
16465,False
2731,True
27650,False
62455,True
44070,True
17097,True
35494,False
6938,False
47426,False
7305,True
2685,False
15386,False
6924,False
52196,False
1117,False
71450,True
52001,True
46442,True
57021,True
48726,False
69001,False
11910,True
10304,True
72158,True
55694,True
17375,False
15717,False
5353,True
73838,True
2599,False
13276,True
55917,False
50005,False
37316,True
2694,True
54431,False
11379,True
17023,True
51414,False
18942,False
70342,True
40443,False
28608,False
6862,True
20836,True
47170,True
32776,False
59354,True
60855,True
4692,True
25303,False
66630,True
33693,True
40032,False
36291,True
7554,True
49867,True
46689,False
45678,True
8556,True
7390,False
49942,False
58636,False
70315,False
18145,True
28395,False
27184,True
6982,False
32851,True
17464,True
68221,True
16937,True
49705,True
58679,False
21361,True
62928,True
36101,False
18090,False
27986,True
26996,True
17570,True
37993,True
42783,True
43062,False
24016,False
13285,False
70318,True
21406,True
57771,False
33452,True
70796,False
14039,False
65589,True
3437,True
66987,False
52450,False
69160,False
41261,False
37213,True
12801,False
73841,False
25360,True
9532,True
24924,False
35256,True
58181,False
24225,False
16352,True
60169,True
73129,True
10173,False
48240,True
52493,False
40866,True
53046,False
26680,False
7374,False
56274,True
19375,True
18480,True
37444,False
49118,True
58268,True
32463,False
47134,True
72439,False
60992,False
32392,False
60684,True
48824,False
45903,False
67018,True
22373,True
23334,True
59350,True
50129,True
31420,False
26936,True
11493,True
10232,True
7898,False
64108,True
3858,True
8235,True
29566,True
29060,False
50752,True
44685,False
50083,True
54223,False
67616,True
28609,True
61392,True
46510,True
68716,True
11959,False
27454,False
73438,False
42958,False
20802,True
36352,False
52417,False
27285,True
29991,False
38313,False
51702,True
55190,True
41065,False
3626,False
61837,True
11779,True
65832,False
36988,True
61184,True
54337,True
629,True
25757,False
40193,False
25187,True
33482,True
16982,False
39499,True
23296,True
3347,True
66310,False
18975,True
54330,True
27860,False
40780,True
32244,False
34109,True
67832,True
21565,False
70770,False
40157,False
66884,False
60209,True
38413,False
17950,False
52589,True
3547,True
61744,True
68234,False
52987,True
39096,True
17832,True
74506,True
57307,False
55969,False
36564,False
2616,False
40949,False
69431,False
51903,True
37543,True
57876,True
29473,False
26196,True
33685,True
41915,False
1851,True
32991,False
59769,True
57577,True
753,True
66971,False
6008,False
10985,True
29655,True
33876,False
42494,False
27419,True
8386,False
10796,False
35280,True
70267,False
11523,True
54458,True
24194,True
40531,False
34828,False
16591,True
20823,False
58002,True
62441,True
8661,False
48270,True
50612,True
4182,False
40661,False
16721,True
8947,False
60436,False
1817,False
43296,False
36684,True
56869,True
21003,False
72934,False
69921,True
27180,False
32478,True
44255,False
40526,True
18944,False
65921,True
9257,False
11383,True
31036,True
31864,True
52844,True
10999,True
56570,True
74860,False
42106,True
55021,False
3460,False
66440,False
71670,False
63522,False
66156,True
3510,True
60571,True
17159,True
60355,True
46629,True
36087,True
25831,True
12863,False
15501,True
43732,True
73710,True
64489,True
66867,True
72743,True
40382,True
65636,True
2432,False
37291,False
26876,False
7987,True
20601,False
61576,True
48489,True
31179,False
70391,True
25660,False
27376,False
2251,False
2544,True
23935,True
70513,True
45647,False
40481,False
792,True
2495,False
18935,True
18738,True
50838,False
41278,True
27729,False
13096,True
66073,False
20376,True
50616,True
57570,False
74010,False
16974,True
50739,False
44307,False
68341,True
55986,True
29983,True
13528,True
5620,False
4877,False
8471,False
14271,False
68038,False
32076,True
17076,True
8008,False
40785,False
5860,False
69081,True
11592,False
34288,False
44659,False
51390,False
58724,True
28480,False
37559,True
28128,False
14877,True
66287,True
73707,True
47799,True
42593,True
29649,True
70488,False
22897,False
47738,True
21386,False
12687,False
71018,False
19083,True
62677,True
3750,True
21021,False
35325,True
49341,False
50340,True
25814,True
70159,True
26949,False
24330,True
60431,False
49271,False
33419,True
27035,True
66326,False
16784,True
9082,True
67608,False
2765,True
46196,True
24580,False
66210,True
10414,True
31707,False
53312,False
31250,True
44893,False
2221,True
5596,False
6773,False
62322,False
3801,False
68727,False
10780,False
42028,True
67723,False
587,False
53069,False
50504,True
53262,True
46448,True
43146,False
4577,True
21673,True
17288,False
30295,True
67316,False
66122,True
26096,False
47460,False
30081,True
45249,True
2670,True
18660,False
21484,True
44350,True
26242,False
52831,False
18489,False
56644,False
50943,True
70983,False
22232,True
37909,False
64654,True
71256,True
56052,True
64123,False
10371,False
40354,True
7570,True
69721,True
40416,True
61787,False
11049,True
9602,True
9177,False
48640,False
19986,False
19421,True
57423,False
3101,True
70312,False
3201,True
10085,False
11582,False
24591,False
20700,True
14919,True
51225,True
4056,True
68029,True
14237,False
5628,False
44591,False
73543,True
25448,False
24237,False
30505,False
63530,True
41592,True
10273,False
20933,False
29863,False
10593,False
34422,True
1854,True
24051,False
45066,True
12003,False
70886,False
28342,False
10583,False
5809,True
53472,False
31590,False
31137,False
62756,False
33889,True
40311,False
66200,True
44922,True
48553,False
67007,True
4668,False
17128,False
18064,False
46673,True
13183,False
4142,True
35771,False
68647,True
33607,True
64533,False
37697,True
60164,True
42688,False
14438,False
36512,True
20780,True
18042,True
19803,True
21864,False
54762,False
34510,True
43629,False
9823,False
10894,False
29355,True
3994,True
40728,True
15673,False
19454,False
4888,True
61577,False
13653,False
65994,True
25029,True
5803,True
17850,False
27399,False
61425,True
68571,False
53860,True
50238,False
66921,True
56582,True
9878,True
43505,False
43216,False
1393,False
67215,False
46202,True
28563,True
7913,True
69770,False
33076,False
27792,True
2312,True
19418,False
29867,False
4408,False
31537,False
58762,True
46912,True
17932,False
35414,False
9562,True
63897,False
52598,False
63838,False
54508,True
26404,True
35601,False
45445,False
53858,True
56794,False
61717,False
34789,False
31097,False
67890,False
40749,False
65256,True
19477,True
7755,True
43842,True
32803,False
37412,False
48689,True
31110,True
33442,True
35964,True
36047,True
25133,False
11077,True
36129,True
44442,True
36951,False
34343,False
4350,False
46728,False
23779,False
18109,True
47050,True
42989,True
27451,False
58029,False
9909,False
44423,False
56445,False
36459,False
47400,False
47860,False
6532,True
64511,True
63733,False
32513,False
29329,True
14908,False
48211,False
47798,False
14537,True
73796,False
57950,True
48754,True
42292,True
71935,True
5474,False
18898,False
15751,True
46363,True
49614,False
34153,True
44389,False
37985,True
773,True
52029,True
66282,False
24889,False
70080,True
24838,True
59823,False
9921,False
52044,True
73458,False
24345,True
18116,False
38963,False
55077,False
63357,True
63675,True
8223,True
47510,False
2867,True
19709,True
10309,False
54236,True
62103,True
43403,True
57531,False
45818,True
15307,True
5797,False
46163,False
11623,True
30194,False
38983,True
68521,False
74218,False
26562,True
32552,False
3515,True
8454,True
7672,True
29084,False
41828,True
3771,False
50074,False
62795,True
69820,True
52544,False
45036,True
42709,True
57202,False
37612,True
33587,True
64976,False
64935,False
36242,False
37001,False
5598,True
33407,True
15198,True
11817,True
13524,True
19073,False
57994,True
56677,True
72890,True
1247,True
53963,True
7073,True
2426,True
28893,True
6066,True
14651,True
70154,True
40121,True
63841,False
59442,False
25992,False
71468,True
12285,False
18670,True
21249,True
50867,True
43322,False
31830,False
69600,False
60906,True
43377,True
6543,False
6433,False
19374,False
45409,False
33567,True
22497,True
62772,False
43386,False
18893,True
44031,False
52963,False
67272,True
47150,True
9958,True
64690,False
44181,False
43693,False
57131,True
17630,False
62160,True
52458,True
29083,True
30114,True
5823,True
46952,False
638,True
20967,False
50063,False
36848,False
34625,True
68127,True
41222,True
1707,True
43892,True
73345,False
25587,False
37966,False
60034,False
45349,False
35694,True
571,False
25914,True
50630,True
12929,False
66764,False
61175,False
42216,True
41149,False
28198,False
55904,False
71620,True
61652,False
31405,False
67774,False
17091,True
35233,True
39857,True
21390,False
17544,True
52251,True
51650,False
23221,False
64216,False
16161,False
19800,False
23116,True
73682,False
40264,True
56219,False
10303,False
28432,False
18639,True
26323,True
65245,False
9843,False
62112,False
4761,False
37042,False
39299,False
29538,False
61745,False
68277,True
41181,False
74142,False
65719,False
1590,True
58936,True
69322,True
69977,False
44041,False
69306,True
58001,False
70188,True
26863,True
47268,False
65193,False
10256,True
62048,False
62045,True
17344,True
36136,True
8228,False
63093,True
28524,True
23926,False
9667,False
29744,False
9798,True
36122,True
68288,True
29178,True
20629,False
9441,False
61926,False
39390,False
33621,True
38991,False
25311,True
19943,True
53581,False
20182,False
33796,False
71791,True
43461,False
42621,True
25134,True
10967,True
68196,True
44957,False
6550,True
23549,False
26033,False
59334,True
34962,False
36741,True
34491,True
21952,False
40028,True
39883,True
66876,False
8470,True
15504,False
19598,False
31879,False
62729,True
20530,True
13310,True
12415,False
71047,False
71830,False
9213,False
61806,True
22571,True
27813,True
1830,False
62921,False
8238,False
9809,False
22949,False
42626,False
69116,False
72893,False
30294,False
67709,True
27747,True
14678,False
20054,False
37675,True
57033,True
15986,True
23418,True
64385,True
19617,True
28540,True
27839,False
72370,False
40477,False
67975,True
44217,False
14696,False
32138,True
46374,False
19689,True
12420,True
55981,False
30628,True
10420,True
27458,False
13198,True
57323,False
35171,False
11429,True
11016,False
5514,False
20163,True
54997,False
17210,True
29576,False
57099,True
13207,False
39798,True
42006,True
49467,True
46040,True
20024,False
33623,True
62020,False
940,True
22249,False
5971,True
36761,False
17978,True
28218,True
70531,True
62175,False
2851,False
66830,False
68262,False
42312,True
39441,True
33860,False
34857,True
41287,False
53931,False
17380,False
12911,False
56110,True
25535,True
48116,True
6162,True
23069,True
58610,False
28064,True
40329,False
1357,False
31290,True
34327,True
65173,True
69549,False
55462,True
16495,False
55839,False
1573,False
38884,False
4419,False
19640,False
8743,False
23395,False
56121,False
569,False
56718,False
59432,True
58582,False
15715,False
40765,False
54577,True
607,False
29525,True
33927,False
23948,False
20596,True
68176,True
67050,True
16924,False
24503,False
59830,False
17909,True
8151,True
42947,True
27770,True
33254,True
